AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR,DDR_A,DDR_C,DDR_D,DDR_E,DDR_F,DDR_G,DDR_H,DDR_I,DDR_K,DDR_L,DDR_M,DDR_N,DDR_P,DDR_Q,DDR_R,DDR_S,DDR_T,DDR_V,DDR_W,DDR_Y,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y,Class
5.82,1.13,6.38,6.0,3.75,5.82,1.69,6.0,7.5,10.51,2.06,7.32,4.69,3.56,3.19,6.57,5.44,7.88,0.75,3.94,0.077,-0.43,-0.264,-0.527,0.087,0.124,0.206,0.473,0.047,0.084,0.124,0.48,0.244,0.032,0.51,0.49,34.93,57.31,28.74,21.59,28.14,29.78,50.52,25.16,20.42,26.78,62.43,24.63,51.5,65.64,35.37,27.55,36.02,40.0,223.13,44.52,1.21,1.25,1.0,1.34,1.21,1.22,1.36,1.13,1.32,1.08,1.0,1.1,1.0,1.0,1.0,1.44,1.35,1.14,1.0,1.0,nonDRNA
5.76,2.42,4.85,8.79,5.76,5.45,3.33,9.39,7.58,7.88,2.12,6.36,2.42,1.82,5.15,8.18,5.15,4.24,0.61,2.73,0.258,-0.327,-0.268,-0.436,-0.002,0.161,0.203,0.436,0.024,0.091,0.161,0.458,0.248,0.045,0.448,0.552,16.42,0.0,0.0,24.66,14.03,8.13,0.0,11.91,22.21,5.25,26.74,0.0,0.0,24.74,0.0,18.57,31.14,12.79,16.74,23.43,1.67,0.0,0.0,1.5,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,nonDRNA
8.57,0.0,0.0,11.43,5.71,14.29,0.0,5.71,5.71,22.86,5.71,0.0,0.0,2.86,0.0,2.86,2.86,5.71,2.86,2.86,-1.01,-1.043,-0.502,-0.531,0.1,0.057,0.114,0.714,0.0,0.114,0.057,0.6,0.057,0.057,0.343,0.657,17.38,75.12,32.08,28.6,54.54,21.39,49.22,24.11,43.33,18.8,40.61,36.54,40.43,24.97,22.0,31.75,52.7,42.2,43.43,63.99,1.28,1.0,1.12,1.25,1.0,1.0,1.0,1.0,1.0,1.09,1.17,1.0,1.0,1.09,1.09,1.14,1.0,1.0,1.2,1.0,nonDRNA
11.65,1.62,5.5,7.77,3.24,6.47,2.59,5.83,3.88,7.12,3.88,3.88,3.88,7.44,7.12,4.53,3.24,4.21,3.24,2.91,0.252,-0.286,-0.254,-0.296,0.111,0.136,0.197,0.495,0.039,0.094,0.136,0.479,0.214,0.055,0.45,0.55,19.08,305.81,23.72,42.51,118.55,16.62,56.47,97.07,136.52,19.21,86.27,56.53,23.02,80.39,21.4,37.21,31.33,16.19,72.42,101.43,1.37,1.0,1.19,1.11,1.0,1.33,1.0,1.0,1.0,1.1,1.0,1.15,1.06,1.0,1.22,1.09,1.07,1.52,1.0,1.0,nonDRNA
12.36,0.69,7.32,4.12,1.14,10.98,3.2,1.83,0.69,9.61,1.37,2.97,7.55,2.06,8.24,5.03,6.64,11.44,1.6,1.14,0.271,-0.859,-0.215,-0.382,0.281,0.121,0.156,0.579,0.076,0.039,0.121,0.542,0.227,0.021,0.65,0.35,15.95,161.01,24.76,20.37,42.74,19.84,52.07,37.61,136.07,15.71,57.15,70.51,38.66,103.53,16.4,27.03,75.09,16.63,105.26,139.81,1.25,1.0,1.07,1.06,1.0,1.13,1.0,1.0,1.4,1.32,1.0,1.22,1.18,1.0,1.05,1.25,1.0,1.0,1.0,1.0,nonDRNA
9.9,0.5,6.93,7.67,3.22,7.43,2.48,4.21,1.24,10.89,2.48,2.23,8.17,1.24,9.65,5.94,4.21,9.16,1.49,0.99,0.088,-0.562,-0.272,-0.374,0.287,0.134,0.129,0.569,0.082,0.057,0.134,0.542,0.238,0.03,0.545,0.455,18.06,165.63,35.72,22.48,46.26,40.96,48.27,48.35,81.55,21.83,58.93,61.21,34.57,86.69,13.68,19.0,17.78,19.02,111.14,35.28,1.56,1.0,1.15,1.2,1.0,1.29,1.0,1.0,1.0,1.21,1.0,1.0,1.0,1.33,1.0,1.1,1.0,1.18,1.0,1.0,nonDRNA
12.45,0.39,5.06,7.78,3.89,5.45,3.5,2.72,1.17,7.39,3.5,1.56,4.28,2.33,10.51,7.78,6.61,8.56,0.78,4.28,0.273,-0.453,-0.321,-0.315,0.174,0.152,0.214,0.49,0.043,0.089,0.152,0.506,0.21,0.039,0.521,0.479,18.26,119.24,32.61,36.67,54.94,16.17,84.41,26.83,23.23,29.15,43.9,31.2,55.35,59.5,44.06,32.1,21.28,18.23,100.18,72.31,1.3,1.0,1.11,1.0,1.0,1.12,1.0,1.18,1.26,1.09,1.0,1.12,1.18,1.0,1.0,1.0,1.22,1.57,1.0,1.0,nonDRNA
9.76,0.89,5.33,5.33,2.07,9.76,2.07,6.51,6.8,6.51,3.55,4.73,3.25,2.07,4.73,4.44,7.99,10.36,0.89,2.96,0.172,-0.812,-0.376,-0.424,0.072,0.136,0.183,0.527,0.033,0.059,0.136,0.518,0.216,0.044,0.565,0.435,20.08,80.37,28.86,25.74,38.33,40.34,50.89,56.29,70.12,15.78,74.9,60.81,41.67,41.21,28.96,47.09,33.56,34.88,54.07,35.57,1.07,1.0,1.11,1.09,1.0,1.3,1.32,1.0,1.09,1.33,1.12,1.1,1.05,1.06,1.2,1.05,1.0,1.05,1.0,1.06,nonDRNA
8.2,2.87,5.05,6.42,3.96,8.2,3.42,3.69,3.01,10.66,2.32,2.87,5.05,4.51,6.97,5.05,5.05,5.05,3.14,4.51,0.037,-0.351,-0.184,-0.253,0.055,0.134,0.22,0.503,0.051,0.116,0.134,0.5,0.213,0.052,0.474,0.526,12.11,198.56,31.18,24.77,158.31,18.03,52.61,59.16,152.72,14.55,93.78,150.8,27.06,149.74,14.4,53.49,21.43,23.43,53.78,89.61,1.62,1.0,1.0,1.18,1.0,1.15,1.14,1.0,1.0,1.13,1.0,1.0,1.15,1.0,1.26,1.0,1.09,1.17,1.25,1.0,nonDRNA
17.28,0.66,4.98,7.31,1.33,8.97,4.65,1.66,0.33,10.3,1.33,0.33,8.97,0.33,10.3,2.33,7.31,7.64,2.66,1.33,0.172,-0.717,-0.257,-0.163,0.349,0.153,0.12,0.601,0.09,0.053,0.153,0.591,0.246,0.02,0.585,0.415,23.76,166.66,54.0,50.26,48.56,37.73,142.65,19.52,39.23,16.26,71.39,49.88,43.66,67.82,63.09,22.6,30.8,23.48,158.71,42.16,1.2,1.0,1.06,1.12,1.05,1.04,1.0,1.15,1.27,1.07,1.0,1.0,1.0,1.0,1.14,1.12,1.17,1.21,1.0,1.0,nonDRNA
8.43,0.98,4.35,4.78,5.62,6.74,0.84,9.27,4.21,11.52,2.53,3.79,3.37,3.51,3.93,6.88,6.46,8.01,1.4,3.37,-0.439,-0.687,-0.352,-0.501,0.123,0.09,0.212,0.569,0.034,0.104,0.09,0.576,0.162,0.035,0.49,0.51,20.24,154.74,26.03,32.44,30.01,17.55,73.54,17.45,20.01,24.79,108.75,40.48,69.22,59.35,63.4,32.22,23.99,18.61,166.39,57.11,1.27,1.0,1.09,1.27,1.12,1.29,1.0,1.15,1.16,1.0,1.0,1.0,1.0,1.0,1.18,1.0,1.09,1.0,1.0,1.0,nonDRNA
9.65,0.64,7.4,7.07,5.14,11.25,1.61,8.36,8.04,4.5,2.57,3.22,2.57,2.57,3.54,4.18,7.4,7.07,0.32,2.89,0.299,-0.759,-0.292,-0.541,0.092,0.132,0.177,0.514,0.026,0.084,0.132,0.482,0.19,0.032,0.534,0.466,20.56,64.1,22.96,38.15,43.61,22.99,26.18,13.13,22.68,16.89,27.95,34.51,43.72,29.23,60.27,53.34,21.66,19.84,45.45,26.36,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.29,1.25,1.0,1.0,1.29,1.0,1.0,1.0,1.33,1.0,1.18,1.0,1.0,nonDRNA
5.38,0.77,7.69,3.85,3.08,4.62,3.85,10.77,6.15,6.92,4.62,5.38,3.85,3.85,3.08,4.62,6.92,8.46,2.31,3.85,-0.18,-0.386,-0.315,-0.324,0.043,0.131,0.2,0.5,0.038,0.092,0.131,0.531,0.223,0.054,0.477,0.523,31.25,296.68,49.78,48.54,44.02,18.15,101.61,25.33,33.44,14.75,61.77,69.01,43.32,56.26,57.35,29.44,32.14,18.74,220.59,108.44,1.09,1.0,1.06,1.33,1.06,1.0,1.0,1.07,1.17,1.31,1.0,1.1,1.0,1.0,1.0,1.17,1.09,1.35,1.0,1.0,nonDRNA
9.24,0.54,4.28,6.43,4.55,8.43,1.74,7.36,6.29,11.11,2.54,2.81,3.08,3.75,2.68,6.16,5.89,10.84,0.8,1.47,-0.237,-0.882,-0.415,-0.531,0.188,0.107,0.178,0.58,0.031,0.068,0.107,0.56,0.166,0.031,0.513,0.487,34.79,48.87,32.13,42.28,29.03,35.14,45.91,18.34,28.4,22.52,94.57,16.6,25.23,70.52,52.06,40.48,19.56,33.79,58.57,57.56,1.0,1.0,1.0,1.0,1.0,1.22,1.29,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.38,1.29,1.0,1.0,nonDRNA
5.03,2.01,6.53,5.53,5.03,9.05,3.52,7.54,6.53,5.53,1.51,8.54,5.03,2.01,3.02,4.02,8.04,7.04,1.51,3.02,0.248,-0.457,-0.131,-0.429,-0.047,0.131,0.191,0.472,0.05,0.095,0.131,0.482,0.266,0.035,0.553,0.447,38.91,53.65,16.67,30.73,63.72,20.14,65.38,19.21,25.03,36.61,85.96,14.62,65.21,49.27,39.08,44.51,42.63,17.08,112.43,31.65,1.0,1.0,1.0,1.13,1.4,1.33,1.0,1.1,1.31,1.18,1.0,1.13,1.29,1.0,1.0,1.0,1.0,1.24,1.0,1.2,nonDRNA
3.78,2.7,5.95,8.11,2.7,9.73,1.08,10.81,7.03,5.95,1.62,8.11,3.78,2.7,3.78,2.7,4.32,9.19,0.54,5.41,0.136,-0.546,-0.295,-0.599,-0.099,0.119,0.178,0.481,0.038,0.086,0.119,0.454,0.238,0.043,0.503,0.497,30.9,143.08,46.88,23.18,42.7,24.86,67.34,48.43,19.69,41.1,95.45,34.28,27.83,48.77,33.62,50.69,49.0,26.4,237.82,68.58,1.21,1.0,1.33,4.35,1.21,1.28,1.0,1.13,1.31,1.11,1.29,1.13,1.53,1.25,1.0,1.15,1.0,1.09,2.0,1.18,nonDRNA
5.22,1.92,4.95,11.81,5.22,7.97,2.2,4.12,10.71,4.95,1.92,4.12,8.24,4.4,5.49,3.57,3.57,6.04,0.55,3.02,0.523,-0.232,-0.264,-0.382,0.104,0.184,0.165,0.442,0.082,0.088,0.184,0.418,0.308,0.038,0.456,0.544,26.85,118.77,24.59,13.89,26.78,30.8,113.5,44.87,21.88,20.62,47.42,106.21,25.24,42.94,24.76,29.32,30.93,25.21,76.26,71.58,1.0,1.0,1.0,1.42,1.0,1.0,1.4,1.0,1.52,1.0,1.2,1.0,1.17,1.0,1.0,1.0,1.0,1.12,1.4,1.0,nonDRNA
4.81,0.48,6.73,11.54,5.29,5.29,2.4,3.85,11.06,6.25,4.81,1.44,5.77,2.4,5.77,4.33,4.81,7.69,2.4,2.88,0.242,-0.146,-0.378,-0.268,0.096,0.192,0.149,0.462,0.058,0.106,0.192,0.462,0.264,0.053,0.413,0.587,13.03,202.72,52.55,27.59,71.57,19.55,133.13,27.56,53.27,21.99,120.5,97.43,35.22,94.35,32.1,28.83,38.76,19.61,196.74,203.69,1.37,1.0,1.1,1.04,1.15,1.08,1.0,1.05,1.07,1.28,1.0,1.0,1.0,1.0,1.15,1.12,1.06,1.25,1.0,1.0,nonDRNA
15.56,0.6,4.7,6.51,3.26,9.41,2.41,5.31,3.5,10.49,2.17,1.69,4.34,1.93,6.51,6.03,4.34,9.65,0.72,0.84,0.026,-0.937,-0.328,-0.415,0.302,0.124,0.138,0.609,0.043,0.048,0.124,0.565,0.185,0.028,0.563,0.437,21.63,165.89,20.04,42.12,38.09,20.38,179.21,16.78,46.91,16.98,99.73,46.8,33.64,49.29,26.08,14.59,41.04,18.07,0.0,96.11,1.18,1.0,1.0,1.27,1.0,1.1,1.0,1.16,1.0,1.15,1.33,1.0,1.0,1.0,1.19,1.2,1.2,1.36,0.0,1.0,nonDRNA
8.18,0.37,7.43,5.58,3.35,7.81,0.74,9.29,3.35,9.67,2.23,3.35,4.83,2.23,7.81,11.15,3.72,8.18,0.0,0.74,0.167,-0.736,-0.328,-0.592,0.274,0.119,0.182,0.535,0.048,0.041,0.119,0.498,0.201,0.026,0.55,0.45,10.16,172.19,31.91,43.1,35.73,20.91,71.17,32.47,73.47,27.36,87.19,69.21,32.13,101.9,21.78,37.46,34.94,20.09,139.32,159.76,1.22,1.0,1.21,1.08,1.1,1.14,1.15,1.09,1.0,1.16,1.0,1.12,1.0,1.0,1.16,1.15,1.0,1.15,1.0,1.29,nonDRNA
16.84,0.82,5.75,4.93,4.31,8.83,2.67,4.52,2.05,7.8,1.85,3.29,5.54,2.46,7.6,5.34,4.31,8.21,1.44,1.44,0.146,-0.732,-0.178,-0.324,0.27,0.123,0.144,0.593,0.055,0.072,0.123,0.556,0.211,0.027,0.589,0.411,20.08,105.73,40.33,11.65,28.43,29.84,32.43,34.49,58.59,15.35,77.05,35.02,43.36,47.29,22.25,26.23,39.36,24.13,112.5,51.08,1.31,1.0,1.0,1.14,1.31,1.18,1.0,1.0,1.0,1.26,1.0,1.0,1.0,1.0,1.36,1.0,1.0,1.11,1.0,1.0,nonDRNA
10.44,0.8,3.21,11.65,5.22,4.42,3.61,4.42,4.42,9.24,3.61,4.42,2.81,3.21,8.84,5.62,4.02,7.23,0.8,2.01,0.259,-0.31,-0.42,-0.349,0.1,0.169,0.157,0.482,0.028,0.08,0.169,0.486,0.241,0.044,0.43,0.57,9.55,148.42,34.66,45.19,58.62,22.39,86.76,33.92,118.07,14.97,134.54,57.67,48.98,50.21,26.42,25.85,37.42,21.81,260.13,127.04,1.22,1.0,1.07,1.19,1.0,1.32,1.0,1.09,1.0,1.18,1.0,1.0,1.08,1.0,1.19,1.15,1.13,1.18,1.0,1.4,nonDRNA
16.95,0.75,5.65,3.95,3.01,8.29,2.82,4.33,2.45,10.36,1.13,3.01,4.52,2.64,6.03,7.34,5.65,8.29,0.94,1.88,0.109,-0.869,-0.208,-0.416,0.311,0.113,0.183,0.578,0.045,0.058,0.113,0.559,0.188,0.019,0.605,0.395,19.91,0.0,30.85,21.34,29.67,23.01,60.69,33.02,25.29,16.61,58.24,41.16,22.93,24.58,47.71,32.0,92.94,42.14,69.83,30.08,1.0,0.0,1.18,1.25,1.29,1.22,1.0,1.0,1.0,1.15,1.0,1.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nonDRNA
6.93,0.0,4.76,6.93,6.06,7.79,1.73,5.19,5.19,11.26,2.6,3.9,7.36,6.49,6.49,5.19,1.73,5.19,1.73,3.46,-0.093,-0.259,-0.31,-0.33,0.206,0.134,0.169,0.541,0.074,0.113,0.134,0.481,0.247,0.026,0.429,0.571,18.48,122.73,32.18,27.61,75.21,17.88,110.44,37.64,32.2,27.04,83.69,59.65,27.93,85.62,37.15,24.25,28.52,17.0,47.38,67.1,1.19,1.0,1.0,1.21,1.0,1.27,1.0,1.13,1.0,1.06,1.0,1.31,1.09,1.0,1.12,1.0,1.06,1.21,1.0,1.0,nonDRNA
10.53,0.75,4.26,7.02,2.01,11.03,1.25,3.76,6.02,7.77,2.26,3.26,5.51,2.76,4.26,5.51,8.02,9.52,2.51,2.01,0.178,-0.85,-0.293,-0.455,0.152,0.115,0.19,0.549,0.055,0.065,0.115,0.526,0.203,0.03,0.584,0.416,19.7,0.0,23.49,21.85,20.12,33.03,73.5,38.92,19.68,15.88,123.05,20.64,24.24,46.98,39.86,28.38,76.74,15.94,36.27,50.65,1.14,0.0,1.0,1.11,1.27,1.14,1.0,1.0,1.0,1.0,1.0,1.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nonDRNA
7.11,0.0,6.6,9.14,7.61,7.11,1.52,3.05,7.61,9.14,1.52,6.09,5.58,2.03,3.55,5.08,3.05,8.12,2.54,3.55,0.034,-0.234,-0.159,-0.439,0.088,0.127,0.137,0.518,0.056,0.137,0.127,0.477,0.244,0.015,0.487,0.513,54.06,75.9,32.48,11.75,48.8,22.97,74.78,42.69,29.55,16.78,46.4,56.14,32.61,36.66,31.83,37.4,34.82,19.48,36.95,59.9,1.0,1.0,1.0,1.37,1.0,1.15,1.67,1.0,1.15,1.24,1.25,1.0,1.31,1.0,1.0,1.55,1.18,1.8,1.0,1.0,nonDRNA
5.39,1.96,3.92,13.24,2.45,6.37,1.47,4.9,6.37,8.33,3.92,1.96,6.37,2.94,5.39,5.39,5.39,9.8,2.94,1.47,0.093,-0.498,-0.348,-0.46,0.091,0.132,0.172,0.505,0.064,0.069,0.132,0.515,0.216,0.059,0.466,0.534,14.28,146.77,28.55,21.51,42.12,20.26,59.44,53.58,133.62,15.61,75.57,145.04,29.78,44.09,19.62,37.84,43.04,29.3,218.62,145.19,1.37,1.0,1.21,1.07,1.13,1.0,1.22,1.0,1.0,1.44,1.0,1.0,1.14,1.0,1.16,1.11,1.24,1.16,1.0,1.0,nonDRNA
12.19,0.75,6.97,6.97,3.73,6.72,2.24,3.73,1.0,13.43,1.99,1.0,7.21,3.48,9.45,4.48,6.22,6.22,0.75,1.49,0.037,-0.596,-0.323,-0.42,0.338,0.127,0.164,0.56,0.072,0.06,0.127,0.562,0.209,0.027,0.517,0.483,17.3,264.67,23.41,23.05,23.74,26.09,107.03,26.87,50.56,20.65,100.71,74.91,33.03,58.39,25.03,53.44,26.03,30.79,131.98,49.15,1.33,1.0,1.05,1.11,1.13,1.19,1.44,1.07,1.2,1.13,1.27,1.0,1.08,1.0,1.1,1.0,1.06,1.0,1.0,1.0,nonDRNA
11.81,0.39,7.48,7.48,5.91,6.1,1.77,5.51,3.94,9.25,2.95,2.17,5.12,4.92,7.68,2.56,6.5,4.92,0.59,2.95,0.096,-0.415,-0.331,-0.426,0.222,0.134,0.173,0.522,0.051,0.094,0.134,0.53,0.207,0.033,0.47,0.53,13.39,112.38,29.44,28.21,37.62,21.99,60.08,25.47,56.84,15.97,47.75,55.11,28.02,24.5,27.29,24.22,30.27,20.97,49.06,41.83,1.08,1.0,1.2,1.14,1.0,1.33,1.0,1.0,1.0,1.09,1.0,1.0,1.0,1.17,1.0,1.0,1.17,1.29,1.0,1.0,nonDRNA
11.01,0.92,4.59,6.42,3.67,8.26,2.75,5.96,2.29,10.09,3.21,1.38,6.42,5.5,4.59,5.96,5.5,6.42,2.29,2.75,-0.163,-0.657,-0.211,-0.38,0.236,0.096,0.206,0.573,0.064,0.087,0.096,0.555,0.174,0.041,0.505,0.495,12.89,228.64,24.64,26.26,41.47,27.78,47.63,39.52,46.31,15.08,43.49,27.15,31.44,68.99,31.3,32.12,31.81,31.71,86.18,53.77,1.21,1.0,1.0,1.26,1.0,1.09,1.0,1.0,1.33,1.24,1.0,1.0,1.0,1.0,1.63,1.08,1.0,1.17,1.0,1.0,nonDRNA
12.4,0.53,5.28,8.18,3.69,5.8,2.9,3.96,4.75,8.97,3.96,4.75,4.75,2.37,5.01,6.33,5.8,6.33,1.06,3.17,0.18,-0.501,-0.189,-0.402,0.166,0.127,0.182,0.509,0.047,0.079,0.127,0.515,0.222,0.045,0.52,0.48,15.79,110.07,30.45,30.06,45.63,25.23,77.12,22.78,33.41,16.21,74.3,33.59,27.83,36.66,29.2,36.11,27.86,31.28,62.65,81.58,1.19,1.0,1.06,1.21,1.09,1.06,1.17,1.0,1.0,1.24,1.0,1.16,1.0,1.48,1.06,1.0,1.24,1.0,1.18,1.0,nonDRNA
9.76,0.94,6.38,7.13,4.32,6.0,2.25,6.75,4.88,9.38,2.63,4.69,4.5,4.69,5.82,3.94,6.19,4.88,2.06,2.81,0.084,-0.38,-0.297,-0.408,0.132,0.129,0.186,0.503,0.045,0.092,0.129,0.514,0.221,0.036,0.473,0.527,25.66,148.88,24.18,20.4,40.85,20.79,103.48,30.55,17.89,20.23,83.07,42.84,63.32,67.27,48.83,22.92,34.16,24.41,288.5,46.02,1.34,1.0,1.0,1.06,1.12,1.19,1.22,1.0,1.29,1.29,1.0,1.0,1.27,1.14,1.2,1.15,1.09,1.07,1.0,1.0,nonDRNA
6.99,1.2,6.75,7.95,4.1,7.71,2.17,5.06,8.19,10.12,1.69,3.86,3.61,3.37,4.82,6.51,5.3,6.99,0.48,3.13,0.291,-0.505,-0.335,-0.51,0.135,0.152,0.195,0.467,0.036,0.077,0.152,0.455,0.227,0.029,0.489,0.511,45.92,13.57,37.62,25.33,24.1,31.62,44.02,38.16,16.72,51.22,99.89,37.5,30.19,37.39,29.33,27.42,26.47,51.81,56.64,28.84,1.2,1.0,1.25,1.32,1.0,1.25,1.2,1.0,1.4,1.13,1.0,1.0,1.0,1.15,1.0,1.25,1.12,1.25,1.0,1.0,nonDRNA
3.58,12.54,5.73,6.81,5.73,5.73,3.58,3.94,8.96,5.38,1.43,3.58,3.94,4.66,4.66,5.73,5.73,2.87,1.43,3.94,0.532,-0.236,0.18,-0.238,-0.267,0.172,0.326,0.341,0.039,0.111,0.172,0.466,0.247,0.14,0.495,0.505,18.29,255.63,24.66,33.42,39.62,20.32,88.96,25.05,34.41,22.78,63.59,41.91,28.89,41.4,33.28,32.17,57.26,28.65,246.63,63.05,1.21,1.0,1.0,1.07,1.21,1.17,1.0,1.22,1.0,1.16,1.12,1.07,1.08,1.11,1.06,1.17,1.0,1.06,1.0,1.0,nonDRNA
9.5,0.59,5.54,5.54,3.76,9.31,2.18,7.13,3.76,7.33,3.37,5.54,5.15,3.76,6.34,7.13,4.55,6.73,0.59,2.18,0.228,-0.615,-0.233,-0.433,0.152,0.123,0.182,0.529,0.051,0.065,0.123,0.487,0.23,0.04,0.541,0.459,21.37,0.0,24.2,20.44,42.01,25.33,37.11,28.99,37.88,14.61,39.43,42.45,25.24,52.37,27.28,42.21,24.33,27.12,202.64,66.85,1.15,0.0,1.0,1.2,1.0,1.1,1.0,1.0,1.0,1.05,1.0,1.13,1.0,1.0,1.1,1.0,1.6,1.14,1.0,1.0,nonDRNA
7.01,0.0,6.74,8.09,2.96,5.66,3.5,6.47,6.2,9.97,3.77,4.04,4.85,2.7,5.66,4.31,8.09,7.55,0.27,2.16,0.161,-0.502,-0.424,-0.444,0.167,0.154,0.173,0.485,0.049,0.054,0.154,0.509,0.243,0.038,0.482,0.518,15.48,78.84,13.88,17.61,33.93,23.44,74.51,15.32,35.28,10.82,60.87,38.62,40.85,48.5,23.87,18.13,28.17,21.64,0.0,44.82,1.18,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.14,1.0,1.0,1.0,1.0,1.29,1.0,1.0,1.2,0.0,1.0,nonDRNA
9.17,0.83,7.5,10.0,3.33,5.0,0.83,8.33,3.33,11.67,3.33,2.5,4.17,2.5,5.83,5.83,5.0,8.33,0.0,2.5,-0.068,-0.647,-0.352,-0.671,0.217,0.1,0.167,0.533,0.042,0.058,0.1,0.542,0.167,0.042,0.483,0.517,32.67,112.78,37.49,20.75,43.94,21.14,53.37,40.31,71.5,16.63,143.06,80.69,19.1,29.71,23.35,16.43,46.79,24.44,72.94,45.88,1.47,1.0,1.0,1.25,1.0,1.31,1.0,1.0,1.0,1.12,1.0,1.0,1.19,1.0,1.12,1.48,1.0,1.15,1.0,1.0,nonDRNA
8.29,0.49,4.88,7.8,3.41,6.34,2.44,2.93,3.41,7.8,0.98,0.98,10.24,3.41,7.8,10.24,6.83,6.34,2.93,2.44,0.246,-0.398,-0.18,-0.342,0.299,0.137,0.234,0.493,0.102,0.088,0.137,0.502,0.249,0.015,0.546,0.454,18.9,103.26,27.31,75.52,51.94,12.93,110.83,110.08,73.2,21.49,72.98,156.39,19.04,47.89,20.98,40.12,15.06,22.95,108.69,50.69,1.24,1.0,1.2,1.25,1.0,1.77,1.0,1.0,1.0,1.27,1.0,1.0,1.28,1.25,1.0,1.15,1.21,1.0,1.0,1.0,nonDRNA
11.34,1.03,6.87,2.75,3.78,13.4,1.37,1.03,1.37,7.56,1.37,0.69,12.37,2.75,7.56,4.47,9.62,6.53,1.37,2.75,0.183,-0.822,-0.037,-0.336,0.318,0.103,0.206,0.588,0.124,0.079,0.103,0.56,0.234,0.024,0.663,0.337,15.96,199.36,22.1,25.99,61.71,22.62,71.02,37.01,32.56,19.61,76.64,29.02,46.13,71.82,47.71,46.61,34.87,19.35,111.39,65.96,1.24,1.0,1.16,1.27,1.0,1.1,1.0,1.0,1.0,1.16,1.0,1.24,1.0,1.0,1.38,1.13,1.11,1.34,1.0,1.0,nonDRNA
11.72,0.41,6.9,6.21,3.03,8.69,2.21,4.28,5.52,8.69,2.62,5.66,3.72,3.59,5.1,4.28,5.24,8.83,1.38,1.93,0.274,-0.638,-0.278,-0.456,0.157,0.128,0.154,0.53,0.037,0.063,0.128,0.499,0.222,0.03,0.554,0.446,27.81,56.43,38.43,25.61,45.72,30.12,70.1,50.52,21.87,31.88,68.09,58.8,26.62,56.35,48.02,26.35,44.45,32.93,87.78,94.3,1.12,1.08,1.12,1.48,1.0,1.09,1.0,1.0,1.21,1.09,1.0,1.06,1.31,1.16,1.22,1.32,1.17,1.04,1.0,1.0,nonDRNA
6.15,3.08,6.54,8.59,4.49,5.77,3.21,3.33,8.59,5.77,2.18,3.97,7.56,3.21,4.74,7.31,4.62,6.41,2.18,2.31,0.442,-0.243,-0.077,-0.311,0.103,0.165,0.205,0.438,0.076,0.09,0.165,0.458,0.281,0.053,0.514,0.486,16.08,52.19,22.91,10.49,26.83,23.35,54.25,32.04,43.48,17.53,34.13,26.74,23.72,28.4,16.2,46.95,19.79,20.62,49.55,33.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,nonDRNA
8.57,0.95,6.67,12.38,4.76,4.76,0.95,2.86,3.81,9.52,3.81,2.86,3.81,4.76,6.67,3.81,5.71,7.62,1.9,3.81,0.158,-0.302,-0.308,-0.56,0.086,0.114,0.19,0.476,0.038,0.105,0.114,0.495,0.181,0.048,0.448,0.552,35.94,52.36,45.38,24.05,33.8,95.66,22.24,21.25,13.06,12.73,67.26,51.8,24.98,26.5,27.06,24.42,27.04,17.54,0.0,26.88,1.0,1.0,1.0,1.29,1.0,1.0,1.0,1.0,1.46,1.27,1.0,1.0,1.0,1.0,1.0,1.53,1.0,1.0,0.0,1.0,nonDRNA
3.1,4.65,3.88,5.43,3.1,1.55,6.2,6.2,10.08,11.63,1.55,2.33,3.88,3.88,3.88,11.63,6.2,6.98,0.0,3.88,0.127,-0.338,-0.331,-0.25,0.097,0.202,0.302,0.38,0.039,0.07,0.202,0.473,0.264,0.062,0.442,0.558,10.58,167.67,19.76,30.34,44.4,23.69,110.21,37.6,74.6,18.77,56.05,80.72,30.94,72.8,17.42,31.11,29.53,14.33,108.45,67.08,1.1,1.0,1.17,1.1,1.0,1.42,1.67,1.0,1.33,1.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.07,1.0,1.0,nonDRNA
