ID,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN
Seq_7489,0.497,0.187,0.317,0.385,0.35,0.266
Seq_7490,0.458,0.241,0.301,0.542,0.217,0.244
Seq_7491,0.567,0.194,0.239,0.489,0.287,0.187
Seq_7492,0.45,0.3,0.25,0.426,0.347,0.247
Seq_7493,0.44,0.304,0.257,0.576,0.218,0.183
Seq_7494,0.512,0.256,0.232,0.394,0.268,0.287
Seq_7495,0.439,0.297,0.264,0.511,0.308,0.194
Seq_7496,0.449,0.295,0.256,0.398,0.319,0.253
Seq_7497,0.41,0.286,0.304,0.477,0.263,0.269
Seq_7498,0.43,0.302,0.268,0.403,0.311,0.295
Seq_7499,0.49,0.166,0.344,0.259,0.498,0.376
Seq_7500,0.455,0.262,0.283,0.472,0.283,0.249
Seq_7501,0.436,0.285,0.279,0.507,0.246,0.199
Seq_7502,0.405,0.313,0.282,0.46,0.311,0.267
Seq_7503,0.362,0.303,0.335,0.444,0.288,0.28
Seq_7504,0.423,0.301,0.276,0.489,0.29,0.217
Seq_7505,0.458,0.24,0.302,0.4,0.362,0.236
Seq_7506,0.544,0.212,0.244,0.329,0.428,0.208
Seq_7507,0.417,0.32,0.262,0.476,0.291,0.184
Seq_7508,0.405,0.292,0.303,0.441,0.3,0.269
Seq_7509,0.412,0.295,0.293,0.488,0.252,0.243
Seq_7510,0.448,0.33,0.222,0.443,0.302,0.231
Seq_7511,0.392,0.294,0.314,0.468,0.324,0.235
Seq_7512,0.341,0.33,0.33,0.429,0.36,0.227
Seq_7513,0.418,0.301,0.281,0.469,0.301,0.209
Seq_7514,0.4,0.337,0.263,0.479,0.298,0.235
Seq_7515,0.329,0.313,0.358,0.448,0.282,0.255
Seq_7516,0.4,0.298,0.302,0.379,0.382,0.259
Seq_7517,0.51,0.293,0.197,0.422,0.306,0.279
Seq_7518,0.461,0.258,0.281,0.434,0.349,0.2
Seq_7519,0.379,0.318,0.304,0.471,0.301,0.248
Seq_7520,0.404,0.303,0.293,0.453,0.3,0.247
Seq_7521,0.495,0.262,0.243,0.427,0.369,0.175
Seq_7522,0.482,0.228,0.29,0.499,0.257,0.232
Seq_7523,0.446,0.251,0.304,0.455,0.284,0.241
Seq_7524,0.428,0.299,0.273,0.464,0.266,0.276
Seq_7525,0.436,0.309,0.255,0.505,0.277,0.223
Seq_7526,0.45,0.095,0.455,0.24,0.254,0.414
Seq_7527,0.438,0.288,0.274,0.428,0.289,0.26
Seq_7528,0.44,0.286,0.274,0.429,0.289,0.259
Seq_7529,0.422,0.289,0.289,0.45,0.331,0.229
Seq_7530,0.399,0.31,0.291,0.482,0.241,0.285
Seq_7531,0.36,0.298,0.342,0.465,0.272,0.219
Seq_7532,0.413,0.284,0.303,0.49,0.297,0.219
Seq_7533,0.393,0.315,0.292,0.488,0.239,0.286
Seq_7534,0.394,0.315,0.292,0.486,0.239,0.286
Seq_7535,0.395,0.312,0.293,0.478,0.243,0.29
Seq_7536,0.392,0.314,0.294,0.486,0.237,0.286
Seq_7537,0.394,0.311,0.295,0.479,0.241,0.291
Seq_7538,0.39,0.316,0.294,0.48,0.243,0.286
Seq_7539,0.387,0.318,0.295,0.478,0.241,0.29
Seq_7540,0.382,0.257,0.362,0.342,0.388,0.303
Seq_7541,0.507,0.257,0.236,0.549,0.242,0.194
Seq_7542,0.504,0.186,0.31,0.341,0.4,0.283
Seq_7543,0.37,0.328,0.302,0.45,0.27,0.273
Seq_7544,0.46,0.252,0.287,0.444,0.324,0.246
Seq_7545,0.43,0.284,0.286,0.454,0.317,0.248
Seq_7546,0.495,0.221,0.284,0.477,0.293,0.23
Seq_7547,0.526,0.206,0.268,0.459,0.292,0.239
Seq_7548,0.42,0.27,0.311,0.454,0.28,0.256
Seq_7549,0.284,0.328,0.388,0.443,0.251,0.352
Seq_7550,0.491,0.258,0.251,0.529,0.243,0.223
Seq_7551,0.452,0.303,0.245,0.478,0.271,0.229
Seq_7552,0.432,0.294,0.274,0.4,0.333,0.244
Seq_7553,0.389,0.301,0.311,0.445,0.295,0.273
Seq_7554,0.385,0.305,0.311,0.441,0.293,0.279
Seq_7555,0.522,0.237,0.241,0.46,0.214,0.25
Seq_7556,0.418,0.299,0.284,0.446,0.325,0.237
Seq_7557,0.392,0.296,0.312,0.414,0.315,0.268
Seq_7558,0.429,0.263,0.307,0.378,0.324,0.334
Seq_7559,0.38,0.291,0.329,0.395,0.334,0.297
Seq_7560,0.443,0.306,0.251,0.402,0.273,0.299
Seq_7561,0.375,0.303,0.322,0.408,0.289,0.329
Seq_7562,0.428,0.294,0.278,0.385,0.31,0.292
Seq_7563,0.461,0.273,0.266,0.475,0.291,0.236
Seq_7564,0.408,0.294,0.298,0.469,0.298,0.216
Seq_7565,0.445,0.274,0.281,0.586,0.183,0.213
Seq_7566,0.376,0.224,0.4,0.361,0.322,0.341
Seq_7567,0.376,0.234,0.39,0.371,0.317,0.337
Seq_7568,0.334,0.341,0.325,0.411,0.29,0.302
Seq_7569,0.499,0.212,0.289,0.374,0.355,0.267
Seq_7570,0.463,0.265,0.271,0.378,0.336,0.245
Seq_7571,0.391,0.311,0.299,0.444,0.32,0.24
Seq_7572,0.478,0.229,0.293,0.44,0.281,0.265
Seq_7573,0.449,0.303,0.247,0.475,0.306,0.216
Seq_7574,0.5,0.254,0.246,0.457,0.322,0.199
Seq_7575,0.443,0.276,0.281,0.421,0.285,0.261
Seq_7576,0.435,0.333,0.232,0.482,0.279,0.25
Seq_7577,0.282,0.35,0.369,0.447,0.301,0.233
Seq_7578,0.424,0.302,0.274,0.495,0.244,0.256
Seq_7579,0.413,0.277,0.31,0.399,0.371,0.249
Seq_7580,0.434,0.299,0.266,0.395,0.299,0.314
Seq_7581,0.474,0.276,0.25,0.43,0.322,0.229
Seq_7582,0.585,0.204,0.211,0.451,0.37,0.18
Seq_7583,0.404,0.253,0.343,0.345,0.343,0.333
Seq_7584,0.483,0.238,0.279,0.508,0.245,0.254
Seq_7585,0.472,0.248,0.279,0.507,0.237,0.241
Seq_7586,0.413,0.336,0.251,0.464,0.272,0.247
Seq_7587,0.481,0.24,0.279,0.409,0.292,0.312
Seq_7588,0.427,0.317,0.256,0.439,0.301,0.228
Seq_7589,0.429,0.248,0.323,0.383,0.33,0.262
Seq_7590,0.411,0.282,0.307,0.474,0.332,0.214
Seq_7591,0.338,0.328,0.334,0.371,0.351,0.328
Seq_7592,0.448,0.27,0.281,0.426,0.344,0.222
Seq_7593,0.536,0.217,0.246,0.5,0.297,0.21
Seq_7594,0.365,0.312,0.322,0.442,0.296,0.239
Seq_7595,0.393,0.298,0.309,0.426,0.316,0.273
Seq_7596,0.451,0.301,0.248,0.6,0.18,0.211
Seq_7597,0.503,0.272,0.225,0.432,0.379,0.172
Seq_7598,0.436,0.245,0.319,0.372,0.356,0.314
Seq_7599,0.308,0.351,0.341,0.438,0.292,0.297
Seq_7600,0.533,0.182,0.285,0.448,0.255,0.2
Seq_7601,0.409,0.272,0.319,0.373,0.345,0.259
Seq_7602,0.488,0.25,0.262,0.417,0.321,0.229
Seq_7603,0.464,0.251,0.285,0.348,0.436,0.225
Seq_7604,0.3,0.323,0.377,0.409,0.304,0.276
Seq_7605,0.462,0.264,0.274,0.462,0.241,0.269
Seq_7606,0.425,0.293,0.282,0.377,0.311,0.295
Seq_7607,0.426,0.244,0.33,0.325,0.391,0.276
Seq_7608,0.476,0.221,0.303,0.521,0.21,0.261
Seq_7609,0.496,0.252,0.252,0.47,0.239,0.248
Seq_7610,0.595,0.201,0.204,0.447,0.366,0.187
Seq_7611,0.448,0.243,0.309,0.473,0.304,0.22
Seq_7612,0.481,0.278,0.241,0.438,0.333,0.201
Seq_7613,0.454,0.27,0.276,0.503,0.27,0.245
Seq_7614,0.445,0.267,0.288,0.434,0.319,0.254
Seq_7615,0.44,0.249,0.311,0.465,0.29,0.229
Seq_7616,0.41,0.298,0.292,0.393,0.36,0.242
Seq_7617,0.431,0.274,0.296,0.471,0.252,0.259
Seq_7618,0.445,0.279,0.276,0.489,0.282,0.201
Seq_7619,0.513,0.238,0.249,0.474,0.272,0.249
Seq_7620,0.41,0.295,0.295,0.448,0.248,0.302
Seq_7621,0.404,0.25,0.346,0.504,0.238,0.254
Seq_7622,0.431,0.277,0.292,0.49,0.28,0.218
Seq_7623,0.393,0.321,0.285,0.373,0.339,0.271
Seq_7624,0.375,0.338,0.288,0.556,0.262,0.269
Seq_7625,0.348,0.342,0.311,0.404,0.342,0.267
Seq_7626,0.407,0.335,0.258,0.378,0.385,0.245
Seq_7627,0.496,0.226,0.278,0.335,0.422,0.226
Seq_7628,0.5,0.214,0.286,0.333,0.42,0.233
Seq_7629,0.46,0.286,0.255,0.441,0.329,0.23
Seq_7630,0.51,0.22,0.27,0.447,0.309,0.247
Seq_7631,0.384,0.33,0.286,0.469,0.286,0.237
Seq_7632,0.398,0.293,0.308,0.504,0.308,0.226
Seq_7633,0.362,0.268,0.37,0.489,0.251,0.323
Seq_7634,0.511,0.237,0.253,0.393,0.361,0.23
Seq_7635,0.457,0.249,0.294,0.435,0.314,0.242
Seq_7636,0.376,0.322,0.302,0.448,0.345,0.235
Seq_7637,0.44,0.264,0.296,0.485,0.303,0.214
Seq_7638,0.435,0.298,0.267,0.435,0.325,0.233
Seq_7639,0.458,0.232,0.31,0.324,0.451,0.268
Seq_7640,0.472,0.298,0.23,0.423,0.343,0.194
Seq_7641,0.495,0.287,0.218,0.44,0.322,0.202
Seq_7642,0.444,0.266,0.29,0.403,0.331,0.242
Seq_7643,0.459,0.289,0.252,0.451,0.33,0.216
Seq_7644,0.46,0.253,0.287,0.358,0.362,0.238
Seq_7645,0.482,0.247,0.271,0.355,0.327,0.313
Seq_7646,0.471,0.264,0.264,0.404,0.356,0.231
Seq_7647,0.33,0.316,0.354,0.407,0.315,0.284
Seq_7648,0.43,0.28,0.29,0.434,0.306,0.258
Seq_7649,0.383,0.306,0.311,0.45,0.306,0.264
Seq_7650,0.385,0.302,0.313,0.434,0.308,0.267
Seq_7651,0.384,0.295,0.321,0.432,0.305,0.277
Seq_7652,0.486,0.22,0.294,0.478,0.297,0.223
Seq_7653,0.481,0.231,0.288,0.489,0.28,0.212
Seq_7654,0.486,0.235,0.279,0.473,0.295,0.202
Seq_7655,0.437,0.287,0.276,0.444,0.287,0.261
Seq_7656,0.455,0.269,0.276,0.496,0.276,0.227
Seq_7657,0.325,0.333,0.342,0.395,0.28,0.329
Seq_7658,0.478,0.261,0.261,0.425,0.28,0.271
Seq_7659,0.534,0.209,0.257,0.395,0.312,0.237
Seq_7660,0.384,0.252,0.365,0.377,0.318,0.396
Seq_7661,0.485,0.238,0.277,0.447,0.335,0.233
Seq_7662,0.3,0.325,0.375,0.442,0.292,0.267
Seq_7663,0.427,0.327,0.246,0.452,0.307,0.236
Seq_7664,0.526,0.204,0.27,0.484,0.285,0.222
Seq_7665,0.484,0.267,0.249,0.425,0.331,0.217
Seq_7666,0.437,0.228,0.336,0.363,0.34,0.337
Seq_7667,0.419,0.301,0.28,0.448,0.301,0.26
Seq_7668,0.534,0.224,0.242,0.399,0.381,0.211
Seq_7669,0.523,0.224,0.253,0.331,0.41,0.214
Seq_7670,0.473,0.208,0.319,0.295,0.429,0.26
Seq_7671,0.486,0.224,0.29,0.496,0.224,0.204
Seq_7672,0.436,0.319,0.245,0.436,0.313,0.252
Seq_7673,0.554,0.188,0.259,0.549,0.281,0.165
Seq_7674,0.415,0.317,0.268,0.443,0.294,0.233
Seq_7675,0.49,0.264,0.246,0.552,0.212,0.181
Seq_7676,0.554,0.193,0.252,0.475,0.243,0.208
Seq_7677,0.486,0.234,0.28,0.572,0.225,0.183
Seq_7678,0.408,0.321,0.271,0.418,0.318,0.246
Seq_7679,0.435,0.274,0.291,0.444,0.286,0.253
Seq_7680,0.546,0.22,0.233,0.502,0.273,0.181
Seq_7681,0.41,0.253,0.337,0.381,0.341,0.288
Seq_7682,0.365,0.337,0.297,0.538,0.204,0.258
Seq_7683,0.368,0.337,0.295,0.535,0.201,0.263
Seq_7684,0.494,0.261,0.246,0.468,0.332,0.18
Seq_7685,0.46,0.273,0.267,0.54,0.219,0.23
Seq_7686,0.456,0.302,0.243,0.462,0.367,0.166
Seq_7687,0.49,0.261,0.249,0.598,0.213,0.153
Seq_7688,0.376,0.288,0.336,0.459,0.253,0.288
Seq_7689,0.451,0.252,0.297,0.476,0.294,0.224
Seq_7690,0.439,0.289,0.272,0.434,0.296,0.274
Seq_7691,0.372,0.277,0.351,0.437,0.263,0.3
Seq_7692,0.46,0.27,0.27,0.492,0.286,0.151
Seq_7693,0.451,0.296,0.253,0.443,0.279,0.273
Seq_7694,0.451,0.296,0.253,0.443,0.279,0.273
Seq_7695,0.425,0.308,0.268,0.486,0.286,0.222
Seq_7696,0.477,0.31,0.213,0.484,0.239,0.232
Seq_7697,0.46,0.265,0.275,0.465,0.27,0.265
Seq_7698,0.451,0.258,0.291,0.539,0.236,0.211
Seq_7699,0.458,0.268,0.274,0.465,0.274,0.25
Seq_7700,0.412,0.277,0.311,0.476,0.269,0.24
Seq_7701,0.414,0.281,0.306,0.446,0.283,0.253
Seq_7702,0.389,0.33,0.281,0.459,0.289,0.246
Seq_7703,0.458,0.279,0.263,0.483,0.238,0.266
Seq_7704,0.587,0.195,0.219,0.475,0.29,0.188
Seq_7705,0.415,0.282,0.303,0.442,0.33,0.257
Seq_7706,0.358,0.349,0.293,0.494,0.261,0.26
Seq_7707,0.505,0.252,0.243,0.495,0.282,0.233
Seq_7708,0.445,0.233,0.322,0.511,0.247,0.256
Seq_7709,0.44,0.274,0.286,0.568,0.192,0.195
Seq_7710,0.451,0.268,0.28,0.439,0.348,0.232
Seq_7711,0.417,0.276,0.307,0.495,0.251,0.244
Seq_7712,0.455,0.287,0.259,0.514,0.259,0.224
Seq_7713,0.414,0.263,0.323,0.48,0.237,0.265
Seq_7714,0.444,0.315,0.242,0.434,0.281,0.245
Seq_7715,0.451,0.248,0.301,0.46,0.327,0.199
Seq_7716,0.345,0.324,0.33,0.481,0.292,0.245
Seq_7717,0.388,0.328,0.284,0.452,0.293,0.27
Seq_7718,0.448,0.29,0.262,0.46,0.28,0.25
Seq_7719,0.364,0.311,0.325,0.447,0.268,0.281
Seq_7720,0.476,0.239,0.285,0.493,0.239,0.21
Seq_7721,0.43,0.29,0.28,0.418,0.306,0.257
Seq_7722,0.537,0.214,0.249,0.424,0.285,0.227
Seq_7723,0.436,0.307,0.257,0.371,0.357,0.279
Seq_7724,0.422,0.305,0.273,0.494,0.209,0.25
Seq_7725,0.407,0.26,0.333,0.446,0.256,0.302
Seq_7726,0.394,0.36,0.246,0.457,0.343,0.194
Seq_7727,0.476,0.242,0.283,0.537,0.213,0.201
Seq_7728,0.462,0.275,0.263,0.453,0.25,0.256
Seq_7729,0.542,0.222,0.235,0.438,0.366,0.19
Seq_7730,0.476,0.294,0.229,0.535,0.224,0.206
Seq_7731,0.413,0.318,0.269,0.458,0.313,0.235
Seq_7732,0.376,0.266,0.358,0.388,0.346,0.307
Seq_7733,0.441,0.248,0.311,0.435,0.329,0.205
Seq_7734,0.485,0.236,0.279,0.515,0.275,0.21
Seq_7735,0.475,0.274,0.251,0.494,0.286,0.205
Seq_7736,0.463,0.261,0.276,0.447,0.285,0.228
Seq_7737,0.442,0.269,0.289,0.494,0.307,0.237
Seq_7738,0.49,0.244,0.266,0.492,0.241,0.191
Seq_7739,0.451,0.257,0.293,0.476,0.287,0.223
Seq_7740,0.434,0.278,0.288,0.455,0.316,0.236
Seq_7741,0.441,0.23,0.33,0.36,0.367,0.318
Seq_7742,0.408,0.308,0.284,0.459,0.302,0.246
Seq_7743,0.444,0.254,0.302,0.492,0.262,0.238
Seq_7744,0.507,0.245,0.248,0.544,0.228,0.186
Seq_7745,0.448,0.252,0.3,0.524,0.241,0.245
Seq_7746,0.385,0.317,0.298,0.488,0.274,0.226
Seq_7747,0.425,0.295,0.28,0.451,0.301,0.254
Seq_7748,0.44,0.269,0.29,0.462,0.297,0.228
Seq_7749,0.43,0.271,0.298,0.471,0.29,0.225
Seq_7750,0.482,0.219,0.299,0.524,0.242,0.211
Seq_7751,0.29,0.349,0.361,0.462,0.258,0.283
Seq_7752,0.422,0.307,0.271,0.356,0.382,0.255
Seq_7753,0.358,0.322,0.32,0.4,0.328,0.282
Seq_7754,0.424,0.289,0.286,0.48,0.289,0.247
Seq_7755,0.371,0.295,0.333,0.457,0.275,0.259
Seq_7756,0.441,0.283,0.276,0.468,0.266,0.29
Seq_7757,0.394,0.283,0.323,0.429,0.379,0.202
Seq_7758,0.468,0.259,0.273,0.463,0.273,0.254
Seq_7759,0.448,0.224,0.329,0.507,0.267,0.21
Seq_7760,0.484,0.248,0.268,0.452,0.27,0.263
Seq_7761,0.478,0.286,0.236,0.509,0.292,0.199
Seq_7762,0.467,0.211,0.322,0.373,0.382,0.26
Seq_7763,0.462,0.212,0.326,0.368,0.38,0.263
Seq_7764,0.446,0.268,0.286,0.42,0.322,0.261
Seq_7765,0.528,0.275,0.197,0.366,0.31,0.232
Seq_7766,0.404,0.282,0.314,0.481,0.34,0.212
Seq_7767,0.435,0.276,0.289,0.424,0.309,0.265
Seq_7768,0.416,0.317,0.266,0.437,0.281,0.269
Seq_7769,0.424,0.259,0.317,0.487,0.237,0.254
Seq_7770,0.442,0.272,0.286,0.475,0.275,0.241
Seq_7771,0.483,0.234,0.282,0.527,0.282,0.201
Seq_7772,0.485,0.233,0.282,0.437,0.35,0.209
Seq_7773,0.457,0.269,0.274,0.493,0.257,0.248
Seq_7774,0.425,0.188,0.387,0.442,0.264,0.321
Seq_7775,0.565,0.226,0.21,0.48,0.274,0.177
Seq_7776,0.403,0.289,0.308,0.417,0.355,0.244
Seq_7777,0.424,0.303,0.273,0.415,0.318,0.239
Seq_7778,0.571,0.257,0.171,0.657,0.2,0.143
Seq_7779,0.515,0.243,0.243,0.434,0.324,0.21
Seq_7780,0.416,0.245,0.339,0.497,0.247,0.249
Seq_7781,0.455,0.238,0.307,0.468,0.275,0.243
Seq_7782,0.486,0.272,0.241,0.416,0.222,0.3
Seq_7783,0.408,0.317,0.275,0.467,0.275,0.243
Seq_7784,0.455,0.283,0.262,0.458,0.269,0.254
Seq_7785,0.518,0.226,0.256,0.505,0.223,0.259
Seq_7786,0.397,0.351,0.251,0.52,0.24,0.235
Seq_7787,0.395,0.318,0.286,0.469,0.309,0.212
Seq_7788,0.377,0.362,0.262,0.423,0.308,0.277
Seq_7789,0.438,0.315,0.248,0.529,0.266,0.209
Seq_7790,0.327,0.342,0.332,0.427,0.342,0.251
Seq_7791,0.341,0.357,0.303,0.454,0.357,0.189
Seq_7792,0.467,0.245,0.288,0.36,0.442,0.225
Seq_7793,0.49,0.274,0.236,0.361,0.389,0.25
Seq_7794,0.491,0.247,0.262,0.55,0.227,0.201
Seq_7795,0.398,0.257,0.346,0.468,0.268,0.234
Seq_7796,0.462,0.251,0.287,0.528,0.24,0.211
Seq_7797,0.55,0.245,0.205,0.426,0.297,0.217
Seq_7798,0.463,0.249,0.288,0.529,0.222,0.234
Seq_7799,0.476,0.234,0.29,0.442,0.346,0.221
Seq_7800,0.419,0.286,0.296,0.479,0.288,0.246
Seq_7801,0.416,0.279,0.305,0.447,0.371,0.203
Seq_7802,0.471,0.289,0.24,0.422,0.348,0.24
Seq_7803,0.507,0.229,0.264,0.475,0.266,0.236
Seq_7804,0.498,0.268,0.234,0.445,0.311,0.219
Seq_7805,0.459,0.275,0.266,0.486,0.266,0.266
Seq_7806,0.485,0.245,0.269,0.427,0.301,0.269
Seq_7807,0.465,0.28,0.255,0.441,0.323,0.223
Seq_7808,0.453,0.263,0.284,0.427,0.337,0.224
Seq_7809,0.391,0.362,0.247,0.412,0.337,0.244
Seq_7810,0.418,0.255,0.327,0.45,0.293,0.246
Seq_7811,0.469,0.275,0.256,0.399,0.326,0.267
Seq_7812,0.467,0.283,0.25,0.467,0.3,0.217
Seq_7813,0.42,0.254,0.327,0.385,0.307,0.332
Seq_7814,0.361,0.261,0.378,0.46,0.268,0.32
Seq_7815,0.457,0.251,0.292,0.47,0.316,0.2
Seq_7816,0.424,0.264,0.312,0.372,0.385,0.272
Seq_7817,0.505,0.276,0.219,0.41,0.343,0.219
Seq_7818,0.457,0.31,0.233,0.372,0.295,0.333
Seq_7819,0.459,0.254,0.286,0.491,0.265,0.208
Seq_7820,0.432,0.301,0.267,0.437,0.281,0.265
Seq_7821,0.432,0.304,0.265,0.44,0.279,0.265
Seq_7822,0.429,0.286,0.286,0.39,0.279,0.364
Seq_7823,0.427,0.301,0.272,0.481,0.252,0.247
Seq_7824,0.493,0.275,0.232,0.29,0.551,0.203
Seq_7825,0.488,0.27,0.243,0.357,0.392,0.234
Seq_7826,0.493,0.261,0.246,0.365,0.386,0.223
Seq_7827,0.494,0.263,0.243,0.367,0.383,0.222
Seq_7828,0.408,0.31,0.283,0.435,0.332,0.239
Seq_7829,0.496,0.206,0.299,0.479,0.248,0.254
Seq_7830,0.367,0.322,0.311,0.432,0.326,0.254
Seq_7831,0.456,0.291,0.252,0.437,0.32,0.252
Seq_7832,0.401,0.309,0.29,0.394,0.322,0.274
Seq_7833,0.376,0.335,0.289,0.43,0.24,0.326
Seq_7834,0.407,0.323,0.27,0.407,0.323,0.243
Seq_7835,0.434,0.339,0.228,0.392,0.339,0.233
Seq_7836,0.429,0.307,0.265,0.402,0.328,0.238
Seq_7837,0.473,0.293,0.234,0.383,0.346,0.245
Seq_7838,0.461,0.235,0.304,0.446,0.313,0.252
Seq_7839,0.505,0.238,0.256,0.421,0.348,0.234
Seq_7840,0.364,0.296,0.34,0.512,0.172,0.306
Seq_7841,0.493,0.238,0.27,0.475,0.246,0.238
Seq_7842,0.425,0.257,0.319,0.513,0.283,0.257
Seq_7843,0.429,0.282,0.288,0.462,0.286,0.233
Seq_7844,0.446,0.282,0.272,0.425,0.348,0.23
Seq_7845,0.437,0.263,0.301,0.481,0.298,0.221
Seq_7846,0.458,0.266,0.276,0.481,0.303,0.215
Seq_7847,0.424,0.312,0.264,0.485,0.207,0.288
Seq_7848,0.39,0.273,0.337,0.394,0.295,0.333
Seq_7849,0.449,0.261,0.29,0.469,0.28,0.256
Seq_7850,0.428,0.304,0.269,0.509,0.286,0.216
Seq_7851,0.467,0.267,0.267,0.481,0.264,0.255
Seq_7852,0.448,0.21,0.343,0.371,0.359,0.324
Seq_7853,0.352,0.327,0.321,0.475,0.272,0.284
Seq_7854,0.424,0.263,0.313,0.473,0.281,0.257
Seq_7855,0.576,0.19,0.233,0.505,0.271,0.162
Seq_7856,0.45,0.253,0.297,0.52,0.245,0.234
Seq_7857,0.488,0.25,0.262,0.478,0.266,0.253
Seq_7858,0.466,0.255,0.279,0.602,0.167,0.183
Seq_7859,0.531,0.235,0.235,0.408,0.316,0.245
Seq_7860,0.48,0.252,0.269,0.486,0.231,0.252
Seq_7861,0.457,0.29,0.253,0.431,0.319,0.224
Seq_7862,0.401,0.298,0.301,0.5,0.262,0.241
Seq_7863,0.463,0.254,0.284,0.471,0.27,0.217
Seq_7864,0.448,0.244,0.307,0.487,0.271,0.233
Seq_7865,0.475,0.305,0.22,0.407,0.343,0.242
Seq_7866,0.465,0.244,0.29,0.521,0.226,0.23
Seq_7867,0.486,0.257,0.257,0.556,0.23,0.148
Seq_7868,0.414,0.283,0.304,0.45,0.34,0.22
Seq_7869,0.429,0.305,0.266,0.427,0.334,0.239
Seq_7870,0.4,0.329,0.271,0.427,0.346,0.244
Seq_7871,0.472,0.275,0.253,0.513,0.255,0.226
Seq_7872,0.444,0.298,0.258,0.444,0.282,0.282
Seq_7873,0.442,0.289,0.269,0.446,0.292,0.23
Seq_7874,0.386,0.312,0.302,0.424,0.325,0.263
Seq_7875,0.491,0.252,0.257,0.399,0.339,0.266
Seq_7876,0.59,0.238,0.171,0.4,0.333,0.2
Seq_7877,0.372,0.395,0.234,0.513,0.153,0.36
Seq_7878,0.473,0.265,0.262,0.43,0.308,0.271
Seq_7879,0.445,0.312,0.244,0.456,0.312,0.227
Seq_7880,0.422,0.312,0.266,0.432,0.307,0.241
Seq_7881,0.42,0.336,0.244,0.424,0.34,0.244
Seq_7882,0.29,0.387,0.323,0.645,0.129,0.258
Seq_7883,0.214,0.449,0.337,0.333,0.209,0.498
Seq_7884,0.412,0.284,0.304,0.488,0.291,0.228
Seq_7885,0.46,0.272,0.269,0.531,0.228,0.222
Seq_7886,0.57,0.25,0.18,0.523,0.383,0.109
Seq_7887,0.359,0.462,0.179,0.538,0.128,0.308
Seq_7888,0.406,0.307,0.287,0.465,0.268,0.245
Seq_7889,0.414,0.317,0.269,0.425,0.312,0.285
Seq_7890,0.429,0.301,0.269,0.468,0.282,0.237
Seq_7891,0.408,0.306,0.287,0.41,0.333,0.259
Seq_7892,0.438,0.291,0.271,0.436,0.32,0.235
Seq_7893,0.457,0.285,0.258,0.454,0.298,0.248
Seq_7894,0.412,0.288,0.3,0.475,0.28,0.21
Seq_7895,0.4,0.336,0.264,0.471,0.329,0.193
Seq_7896,0.491,0.244,0.265,0.411,0.355,0.246
Seq_7897,0.406,0.322,0.272,0.439,0.31,0.243
Seq_7898,0.336,0.351,0.313,0.417,0.305,0.297
Seq_7899,0.453,0.266,0.28,0.491,0.315,0.211
Seq_7900,0.392,0.335,0.273,0.386,0.336,0.278
Seq_7901,0.387,0.32,0.293,0.471,0.299,0.221
Seq_7902,0.387,0.403,0.21,0.71,0.145,0.161
Seq_7903,0.435,0.258,0.306,0.465,0.284,0.236
Seq_7904,0.479,0.246,0.275,0.531,0.236,0.22
Seq_7905,0.418,0.312,0.27,0.476,0.286,0.233
Seq_7906,0.428,0.299,0.273,0.45,0.309,0.244
Seq_7907,0.447,0.296,0.257,0.434,0.34,0.206
Seq_7908,0.496,0.23,0.273,0.527,0.242,0.207
Seq_7909,0.516,0.344,0.141,0.469,0.297,0.234
Seq_7910,0.462,0.298,0.24,0.48,0.234,0.24
Seq_7911,0.438,0.311,0.251,0.447,0.349,0.179
Seq_7912,0.383,0.333,0.283,0.472,0.277,0.227
Seq_7913,0.439,0.256,0.305,0.437,0.316,0.291
Seq_7914,0.393,0.326,0.281,0.552,0.2,0.264
Seq_7915,0.382,0.295,0.323,0.372,0.368,0.268
Seq_7916,0.389,0.308,0.303,0.405,0.336,0.257
Seq_7917,0.398,0.282,0.32,0.436,0.257,0.266
Seq_7918,0.468,0.242,0.289,0.432,0.347,0.232
Seq_7919,0.421,0.333,0.245,0.464,0.33,0.226
Seq_7920,0.466,0.236,0.298,0.555,0.229,0.209
Seq_7921,0.394,0.277,0.329,0.454,0.315,0.231
Seq_7922,0.5,0.286,0.214,0.421,0.421,0.193
Seq_7923,0.36,0.301,0.339,0.401,0.332,0.284
Seq_7924,0.495,0.258,0.247,0.394,0.369,0.239
Seq_7925,0.439,0.281,0.281,0.47,0.294,0.255
Seq_7926,0.471,0.219,0.309,0.325,0.417,0.272
Seq_7927,0.457,0.253,0.29,0.506,0.283,0.197
Seq_7928,0.431,0.3,0.269,0.297,0.414,0.326
Seq_7929,0.449,0.303,0.248,0.453,0.325,0.239
Seq_7930,0.387,0.339,0.273,0.438,0.297,0.282
Seq_7931,0.419,0.297,0.284,0.422,0.35,0.241
Seq_7932,0.449,0.285,0.266,0.489,0.278,0.214
Seq_7933,0.423,0.298,0.279,0.485,0.327,0.18
Seq_7934,0.429,0.303,0.268,0.467,0.267,0.247
Seq_7935,0.4,0.293,0.308,0.467,0.293,0.247
Seq_7936,0.543,0.272,0.185,0.424,0.38,0.185
Seq_7937,0.347,0.319,0.334,0.462,0.298,0.273
