ID,DDR_A,DDR_C,DDR_D,DDR_E,DDR_F,DDR_G,DDR_H,DDR_I,DDR_K,DDR_L,DDR_M,DDR_N,DDR_P,DDR_Q,DDR_R,DDR_S,DDR_T,DDR_V,DDR_W,DDR_Y
Seq_8314,29.90,85.70,26.23,17.51,31.01,40.95,62.64,41.74,35.88,19.28,44.89,47.63,49.23,68.51,21.35,34.85,31.83,32.74,144.83,45.84
Seq_8315,14.15,41.74,31.76,22.65,58.94,34.82,46.69,20.64,31.71,20.07,126.41,37.96,45.55,46.30,45.25,30.93,42.92,18.08,0.00,87.97
Seq_8316,22.97,32.89,35.66,115.01,79.35,11.93,46.41,39.03,41.83,19.91,85.71,70.74,33.56,60.24,35.35,17.87,23.12,16.45,71.56,37.20
Seq_8317,38.16,0.00,33.44,10.77,24.73,20.70,0.00,18.75,14.85,38.70,37.50,36.39,66.90,25.42,21.41,31.35,21.89,12.35,0.00,51.91
Seq_8318,19.32,83.75,51.86,29.35,54.94,20.75,40.47,141.91,61.26,13.97,44.27,122.89,33.97,80.89,33.01,25.93,69.16,21.76,77.15,71.84
Seq_8319,21.34,238.36,19.53,19.14,85.16,27.66,29.91,23.90,51.70,25.84,82.79,74.91,27.99,47.62,35.12,30.03,26.20,20.52,67.12,91.45
Seq_8320,21.93,0.00,38.06,24.23,72.37,24.27,87.01,19.13,15.58,18.55,30.98,37.81,39.37,17.80,25.25,27.84,29.89,20.59,130.03,60.60
Seq_8321,14.39,373.64,23.12,20.52,47.70,23.03,62.70,42.03,34.15,23.11,92.31,35.16,41.77,55.91,36.12,32.83,34.67,32.84,51.25,40.15
Seq_8322,25.55,59.41,38.04,22.29,52.82,19.36,45.58,36.11,43.83,16.41,85.38,60.61,45.13,61.96,26.90,37.51,45.96,25.65,50.07,62.36
Seq_8323,61.24,49.41,30.24,28.48,69.38,18.48,83.22,119.37,43.12,36.08,121.25,71.89,27.65,50.28,46.69,24.32,25.77,27.12,115.05,75.20
Seq_8324,31.16,65.21,33.57,30.58,36.13,33.65,63.72,25.46,28.67,16.34,49.81,49.01,34.37,104.30,33.10,36.23,30.23,30.35,166.13,48.05
Seq_8325,32.26,117.34,21.70,14.69,92.19,20.85,53.73,21.73,24.10,16.03,90.39,34.79,47.72,0.00,31.99,50.58,91.36,12.74,149.03,43.61
Seq_8326,13.06,61.92,29.69,28.65,66.55,15.51,45.27,18.60,30.45,16.40,51.42,57.44,49.83,86.44,25.09,40.88,24.80,16.96,147.93,174.80
Seq_8327,32.38,0.00,24.36,21.45,34.18,27.24,111.06,37.83,50.17,25.34,55.57,46.23,34.69,49.89,25.47,44.87,30.67,20.36,0.00,56.74
Seq_8328,15.39,221.72,32.14,54.08,44.70,16.04,76.47,27.19,50.99,19.52,82.58,38.84,27.40,17.68,44.93,19.92,35.63,21.94,101.91,32.87
Seq_8329,14.50,434.30,31.02,49.57,37.29,15.90,180.75,31.63,33.96,23.28,112.25,23.90,38.84,35.75,67.24,36.29,23.77,29.82,102.42,30.91
Seq_8330,17.22,245.13,23.33,35.99,23.92,22.37,116.33,54.83,38.15,13.48,61.59,34.11,23.41,47.16,20.34,42.09,35.88,18.88,115.05,46.38
Seq_8331,31.03,239.93,24.84,16.47,32.76,28.19,131.98,20.62,20.01,14.35,32.53,62.72,32.07,50.39,50.47,53.61,43.34,31.21,0.00,34.94
Seq_8332,26.81,64.00,37.40,35.52,28.01,39.39,56.95,28.54,54.36,26.90,86.08,54.91,34.24,32.63,40.59,16.93,33.85,21.40,42.55,39.00
Seq_8333,25.52,167.97,50.55,22.01,45.49,16.83,46.35,23.68,25.44,11.52,185.01,88.37,26.75,80.50,32.31,34.90,19.84,23.66,0.00,43.71
Seq_8334,12.23,113.80,56.79,37.48,40.24,29.72,62.42,28.87,67.31,18.88,175.74,41.70,23.89,38.48,37.80,26.46,24.51,25.61,278.52,89.87
Seq_8335,33.39,16.02,20.60,16.11,32.65,38.29,20.94,13.25,8.82,18.31,53.02,14.13,14.13,42.55,12.38,45.40,13.48,28.91,0.00,27.42
Seq_8336,28.21,93.71,20.79,31.69,45.58,30.49,58.95,23.26,23.01,19.07,68.34,31.31,41.79,40.15,31.84,37.50,21.02,14.72,164.73,59.05
Seq_8337,23.16,0.00,29.61,13.19,63.69,33.24,41.83,21.43,18.98,13.83,54.90,29.03,67.38,21.79,26.95,26.90,30.60,22.80,41.33,72.56
Seq_8338,17.57,102.66,41.99,137.20,32.02,15.36,197.19,39.55,50.55,31.27,176.75,30.91,36.42,47.12,61.62,18.72,15.75,19.37,86.41,53.05
Seq_8339,21.84,0.00,31.95,31.91,29.05,17.35,121.13,27.79,27.14,21.87,47.27,49.81,24.51,54.06,33.56,23.89,23.19,20.53,142.98,37.68
Seq_8340,20.72,54.28,33.84,21.70,39.54,23.08,76.87,35.27,43.83,23.89,159.12,57.88,24.79,40.82,29.13,45.74,39.15,21.83,104.65,59.02
Seq_8341,19.20,201.48,33.93,53.84,69.90,21.51,90.25,28.96,27.93,19.49,51.56,25.86,55.02,34.37,99.76,13.27,27.68,33.98,62.38,25.65
Seq_8342,37.45,39.71,35.74,96.44,32.33,53.21,49.42,28.71,25.73,34.78,171.86,22.74,26.18,45.10,38.44,19.32,24.77,29.10,35.34,31.69
Seq_8343,24.42,85.95,25.83,25.28,33.31,34.06,104.50,37.13,36.22,17.36,52.83,27.28,36.43,45.14,29.61,16.48,20.84,41.55,173.33,41.44
Seq_8344,36.21,67.31,17.25,12.87,68.98,31.82,27.66,16.67,17.81,8.80,44.38,32.23,79.40,25.63,31.32,41.16,56.24,69.12,102.51,40.20
Seq_8345,14.15,139.00,40.54,22.44,21.10,19.01,85.97,37.21,25.19,11.17,96.50,34.24,19.72,90.45,45.49,124.65,52.25,31.41,91.13,39.31
Seq_8346,24.09,0.00,90.18,43.24,26.64,35.16,26.26,26.86,25.47,11.42,49.02,63.32,27.78,52.11,40.28,11.98,33.54,24.99,44.01,33.05
Seq_8347,40.63,103.58,23.39,24.74,75.40,16.89,102.01,14.85,15.35,13.39,57.47,44.33,46.36,83.92,43.24,40.47,48.26,31.25,211.99,40.03
Seq_8348,18.17,142.57,40.40,57.38,40.62,15.79,34.66,29.12,33.88,24.12,62.17,21.03,38.51,51.83,59.68,14.87,30.41,31.48,102.52,24.82
Seq_8349,23.29,80.43,21.05,36.44,39.82,16.54,62.43,33.85,27.69,18.88,101.80,48.02,22.56,67.44,45.96,26.93,50.25,20.37,144.93,64.03
Seq_8350,17.68,127.83,29.30,25.39,26.42,24.96,95.21,37.75,22.05,37.44,56.34,31.31,32.66,31.98,64.61,21.29,30.48,13.01,99.66,34.16
Seq_8351,21.77,198.00,31.15,22.03,35.45,21.48,91.15,52.39,47.82,15.15,52.47,70.88,38.04,44.20,28.99,69.42,36.53,27.68,104.57,36.21
Seq_8352,27.09,91.67,18.63,29.09,35.95,21.35,123.05,48.57,29.49,20.67,66.22,39.37,52.57,29.14,26.54,30.11,27.57,22.19,81.71,47.48
Seq_8353,25.78,129.52,26.22,30.29,35.61,26.67,49.67,51.39,31.60,14.85,64.57,43.10,39.24,38.47,28.57,41.58,30.33,34.35,152.39,90.30
Seq_8354,25.33,83.54,27.44,28.97,76.12,29.86,56.78,53.98,48.38,25.88,228.15,59.95,25.15,51.36,42.92,24.46,43.11,39.16,89.51,191.98
Seq_8355,21.95,81.62,28.17,37.62,52.20,20.93,24.08,19.90,16.80,12.08,71.52,26.02,67.21,35.97,15.36,45.90,22.53,20.31,62.86,34.17
Seq_8356,11.29,120.08,17.99,30.39,33.97,16.54,172.69,24.12,23.88,18.26,118.71,71.12,35.74,64.47,85.94,39.85,31.79,17.50,183.45,42.90
Seq_8357,20.48,123.68,27.49,22.86,47.58,15.84,114.10,22.36,32.07,38.43,71.77,32.27,42.56,63.10,35.62,31.48,37.87,29.70,47.05,25.37
Seq_8358,15.63,176.18,35.98,27.04,42.20,30.68,95.08,66.69,68.26,10.04,79.05,61.19,43.06,23.07,28.94,26.02,50.08,28.74,159.77,77.15
Seq_8359,18.19,144.19,22.89,27.71,69.41,15.88,46.26,29.83,36.48,29.18,116.24,50.35,37.50,91.52,26.10,34.54,45.21,16.31,124.56,68.83
Seq_8360,29.36,117.50,39.81,30.56,109.51,39.75,85.17,79.25,36.05,41.92,95.85,46.41,44.68,53.82,40.10,27.88,34.77,41.66,131.52,130.50
Seq_8361,12.91,125.78,24.12,32.38,50.47,15.68,94.64,25.87,31.56,20.79,72.81,51.03,44.82,67.68,46.61,69.46,34.29,17.08,141.35,47.32
Seq_8362,19.63,100.12,21.09,16.15,33.77,35.46,178.04,37.58,26.44,21.84,51.80,38.70,70.19,34.88,25.64,20.27,35.16,20.36,122.10,47.68
Seq_8363,48.36,94.70,20.37,17.52,40.52,55.58,53.63,46.29,42.09,19.52,273.00,30.71,25.55,38.27,23.68,32.43,36.23,18.39,88.06,48.39
Seq_8364,20.46,0.00,36.90,12.90,38.26,19.40,19.02,18.11,24.33,21.99,38.98,40.12,45.45,27.23,39.76,31.48,19.22,17.72,0.00,25.92
Seq_8365,12.14,244.19,47.61,30.35,90.09,19.70,58.60,43.71,29.29,14.19,63.96,130.51,25.41,61.16,24.70,73.36,43.31,20.51,321.33,61.33
Seq_8366,16.36,134.60,20.17,21.73,34.19,28.03,60.62,50.13,19.24,20.32,102.86,50.31,21.31,58.24,45.50,25.83,39.07,35.83,93.26,31.99
Seq_8367,28.31,45.32,30.07,27.91,41.00,35.49,71.64,18.29,23.25,30.40,63.06,33.59,46.58,52.23,89.60,19.06,50.45,40.37,60.95,36.01
Seq_8368,31.11,123.82,22.54,23.40,46.24,17.27,82.74,18.20,19.84,17.18,61.20,36.42,57.87,30.28,28.49,46.15,22.09,20.06,102.81,60.01
Seq_8369,9.54,55.57,23.08,27.47,71.92,21.02,0.00,24.69,66.71,17.15,52.88,22.57,46.04,35.64,25.75,31.10,21.36,27.84,0.00,48.62
Seq_8370,18.42,163.33,78.02,104.45,72.66,20.00,146.52,40.04,96.08,19.95,39.69,26.21,36.75,23.40,161.46,26.46,38.16,59.01,217.29,103.44
Seq_8371,34.49,46.08,33.25,24.25,30.24,30.29,49.21,31.54,29.63,17.06,45.29,60.41,32.28,23.01,62.12,19.44,40.57,22.22,139.38,42.18
Seq_8372,37.32,61.64,28.17,18.77,27.29,21.63,127.83,38.88,15.10,20.21,35.67,27.64,103.35,37.68,59.34,38.74,37.93,26.44,84.75,60.31
Seq_8373,17.86,161.00,29.85,24.87,65.78,28.28,109.70,27.12,64.54,14.00,38.23,31.80,66.82,26.74,52.61,33.63,23.86,41.16,203.16,43.04
Seq_8374,24.07,64.94,48.02,62.01,62.87,26.60,83.69,45.15,75.19,24.10,83.22,70.76,32.19,75.70,43.15,32.08,36.37,28.77,124.77,50.81
Seq_8375,20.11,332.62,16.60,56.85,84.66,16.45,0.00,35.02,17.65,20.97,63.65,41.93,38.60,35.23,69.04,21.39,29.06,19.86,142.17,35.58
Seq_8376,27.56,66.12,31.83,33.88,49.64,15.38,51.95,52.87,58.53,14.49,149.86,58.12,29.69,29.98,41.25,26.93,28.01,24.14,72.67,51.95
Seq_8377,37.74,108.69,26.53,35.33,32.36,16.69,0.00,12.73,14.95,20.71,159.01,55.79,55.61,44.89,30.80,15.80,32.65,13.91,105.79,41.30
Seq_8378,22.01,50.29,30.34,40.73,27.29,17.31,32.88,24.02,28.32,14.35,187.01,60.77,27.31,25.90,69.77,21.38,31.55,37.62,0.00,27.53
Seq_8379,18.51,153.55,24.20,23.79,49.08,21.12,220.43,24.28,28.10,18.28,71.00,43.08,44.37,105.00,44.71,44.32,43.96,22.32,248.56,67.64
Seq_8380,46.03,121.19,21.59,18.20,16.59,25.70,75.51,16.38,34.99,24.06,64.73,49.92,15.51,57.37,25.64,17.83,20.61,14.57,44.38,38.48
Seq_8381,19.06,120.42,73.23,51.03,56.26,21.88,61.62,45.11,34.53,33.54,111.49,46.66,24.54,45.81,43.39,25.22,21.89,29.85,148.81,96.12
Seq_8382,13.45,0.00,17.72,16.90,52.77,26.81,63.00,63.80,54.09,12.60,88.72,50.61,52.57,46.79,19.73,30.39,58.69,19.04,86.86,39.10
Seq_8383,32.66,33.62,25.59,63.18,53.25,14.42,110.64,16.82,36.78,14.56,58.71,21.61,31.54,37.51,51.73,21.54,17.71,19.28,43.47,21.10
Seq_8384,11.97,40.81,37.85,51.19,27.19,23.30,35.32,23.19,25.77,30.05,44.20,23.68,25.67,21.36,25.71,19.32,31.55,12.27,37.91,27.97
Seq_8385,22.91,63.44,42.09,26.95,52.69,23.53,132.40,26.16,48.32,21.64,60.70,43.90,46.14,59.59,36.76,28.95,35.95,25.10,281.56,85.98
Seq_8386,46.92,0.00,23.84,17.16,37.13,17.27,72.85,11.96,13.96,15.18,75.60,36.05,44.91,18.16,30.89,29.97,20.62,29.33,0.00,71.69
Seq_8387,42.35,118.32,40.44,37.03,60.11,34.60,116.82,28.55,36.51,20.54,72.86,45.64,52.84,46.53,31.37,31.26,29.02,24.97,96.24,41.68
Seq_8388,23.60,55.21,37.39,21.24,36.00,19.16,185.88,19.92,21.58,16.35,47.66,38.79,64.12,52.44,34.83,44.02,29.76,17.21,276.86,136.01
Seq_8389,20.36,113.73,17.69,53.97,53.43,19.52,107.82,33.72,67.94,14.23,189.21,33.48,38.43,51.24,70.59,19.09,26.24,22.78,45.66,29.51
Seq_8390,16.34,112.80,24.53,23.99,40.82,16.82,79.39,16.92,30.59,18.25,75.97,33.63,79.05,37.47,80.95,59.89,30.75,22.44,368.32,32.78
Seq_8391,10.59,165.12,20.67,30.87,63.17,28.46,83.68,59.67,77.35,11.96,94.82,76.21,20.10,54.85,22.13,59.34,24.33,24.24,98.07,81.94
Seq_8392,22.82,89.80,33.42,25.01,37.82,17.99,52.26,29.15,24.55,18.11,82.91,38.74,45.07,33.04,39.52,28.44,46.26,25.38,143.52,53.12
Seq_8393,23.90,93.16,69.68,46.48,44.59,29.52,36.47,32.27,85.14,25.40,101.60,52.81,28.09,29.16,47.56,24.29,45.05,32.88,104.97,52.85
Seq_8394,21.73,384.87,46.13,22.18,38.50,20.09,47.13,64.18,35.47,16.94,113.89,158.33,41.03,40.78,21.44,52.43,30.91,23.88,88.38,40.63
Seq_8395,14.37,145.10,20.97,29.38,76.10,21.91,69.08,33.36,32.89,13.45,59.33,37.22,89.43,40.12,28.11,63.67,21.43,33.81,87.35,60.77
Seq_8396,22.87,136.06,27.21,19.27,25.30,20.96,94.33,19.29,25.11,14.79,78.51,42.77,36.18,32.74,39.93,24.62,24.08,34.51,301.24,37.89
Seq_8397,18.81,73.99,44.73,24.33,58.05,26.66,146.21,34.06,28.19,19.87,74.76,46.14,41.59,64.34,28.78,28.26,41.55,21.31,0.00,86.85
Seq_8398,29.15,65.86,21.93,13.02,54.81,30.15,54.98,14.46,33.12,15.22,65.53,66.32,31.12,26.53,22.26,45.26,58.10,18.46,0.00,77.83
Seq_8399,26.82,131.29,38.10,38.35,67.51,20.83,83.66,31.77,37.53,24.52,70.90,50.21,41.20,79.27,32.84,35.15,27.10,23.38,75.39,72.27
Seq_8400,20.13,98.10,20.20,30.31,32.53,26.29,30.30,34.16,37.36,19.28,39.12,24.57,54.59,51.83,33.59,37.36,36.46,24.84,93.74,43.23
Seq_8401,56.24,56.41,66.11,21.45,31.61,14.09,62.38,23.84,24.98,15.50,92.15,22.82,63.61,21.43,33.90,21.88,13.91,25.76,34.13,52.83
Seq_8402,23.59,163.06,21.83,39.98,45.40,20.66,0.00,32.38,17.65,27.82,62.07,37.00,35.57,26.28,95.95,28.92,27.36,15.23,86.02,36.67
Seq_8403,25.44,0.00,23.57,30.09,29.00,19.18,111.71,25.02,34.86,11.45,139.24,51.50,30.84,58.11,21.80,39.09,23.31,15.94,117.97,49.35
Seq_8404,23.27,83.55,28.24,25.10,57.26,19.50,56.24,25.73,22.76,18.06,95.89,42.47,42.51,57.90,67.56,33.31,29.43,18.54,198.19,45.22
Seq_8405,17.73,115.23,18.17,31.44,41.03,13.89,99.57,35.78,37.16,24.56,44.12,55.75,27.34,84.74,24.66,35.76,61.94,41.01,68.48,43.14
Seq_8406,17.76,57.26,27.59,25.64,43.67,22.67,47.61,42.94,20.61,24.65,51.99,49.47,40.62,83.96,58.92,19.67,22.43,16.39,216.39,47.52
Seq_8407,24.52,69.04,53.32,39.80,53.25,26.19,67.40,36.01,37.02,16.71,150.79,50.45,41.22,41.06,18.91,65.05,20.86,15.41,43.71,67.97
Seq_8408,13.46,119.73,32.72,29.74,35.76,24.18,52.69,20.65,33.20,21.07,61.38,29.22,59.43,51.96,45.00,24.89,38.82,26.36,221.40,94.73
Seq_8409,32.55,139.87,40.91,20.28,122.47,58.27,107.17,48.72,21.93,21.28,71.94,42.45,84.12,37.83,37.74,27.26,35.65,41.79,538.56,62.54
Seq_8410,12.62,109.20,29.75,23.75,99.16,27.46,164.16,15.29,21.10,19.14,142.20,35.30,45.90,44.92,24.31,23.88,26.94,38.43,70.40,43.53
Seq_8411,6.56,31.81,14.83,62.19,0.00,9.36,53.25,70.02,12.05,16.51,46.01,23.78,26.96,42.46,37.38,17.09,20.52,40.57,41.69,59.40
Seq_8412,11.35,187.11,29.83,26.43,86.28,19.53,79.03,95.09,254.23,18.18,173.06,170.16,31.27,82.62,21.67,29.74,46.43,19.41,114.01,188.06
Seq_8413,12.14,58.55,24.55,25.82,62.62,21.00,26.88,31.34,42.39,14.24,100.63,44.06,21.30,31.00,17.33,39.99,26.20,26.85,81.30,126.31
Seq_8414,19.03,189.10,56.80,19.10,55.02,24.38,87.18,16.96,34.07,23.92,38.78,25.65,36.47,41.26,50.48,39.12,34.57,18.60,327.24,56.50
Seq_8415,18.54,0.00,0.00,61.79,26.31,13.30,38.45,22.02,13.01,23.46,67.10,28.99,22.31,25.60,39.36,18.11,54.47,24.48,38.97,14.69
Seq_8416,35.58,76.03,24.59,31.36,31.75,38.42,40.58,18.69,41.19,14.88,110.15,30.34,29.52,48.16,26.92,29.61,33.22,45.45,89.07,38.56
Seq_8417,22.01,221.43,20.57,59.32,72.98,15.96,68.74,22.63,25.41,17.32,82.18,20.83,48.18,65.41,65.58,21.43,26.67,29.74,51.42,39.28
Seq_8418,26.64,37.01,26.85,16.10,26.23,26.14,36.57,28.08,22.99,14.08,70.01,29.90,16.78,51.41,8.62,23.79,25.07,13.67,36.31,33.89
Seq_8419,21.73,38.63,97.15,45.49,43.43,13.92,63.26,21.98,51.62,53.06,94.14,20.26,55.92,14.63,43.50,14.03,28.47,19.79,66.23,41.43
Seq_8420,29.56,0.00,34.95,27.41,43.94,21.93,246.55,16.82,26.81,16.45,48.30,42.60,73.31,66.51,37.74,28.70,21.96,25.70,0.00,41.16
Seq_8421,34.36,0.00,29.34,12.80,48.39,51.26,0.00,14.28,12.87,10.39,80.91,29.91,68.52,42.38,34.78,21.03,60.58,45.05,91.61,16.18
Seq_8422,12.53,159.87,33.35,28.67,36.11,17.90,91.59,24.15,31.20,14.25,98.05,51.32,39.58,113.32,31.42,18.57,25.83,39.96,149.51,64.10
Seq_8423,36.67,116.38,39.94,20.78,40.35,15.13,77.04,19.56,19.30,24.58,52.46,38.42,34.49,77.69,63.66,23.00,40.57,29.63,0.00,32.62
Seq_8424,18.23,98.95,24.84,20.21,52.48,15.92,50.89,13.11,29.64,11.34,83.25,30.14,40.58,51.12,65.08,46.92,46.70,13.30,138.54,39.38
Seq_8425,22.79,2176.56,30.73,21.63,72.46,33.50,85.90,38.80,21.91,31.32,214.42,45.18,37.18,55.51,41.11,27.75,25.53,21.42,127.06,51.67
Seq_8426,34.15,49.25,22.54,22.44,49.82,11.77,80.57,33.99,66.33,21.16,38.34,30.66,32.52,42.62,28.15,23.21,37.76,16.77,231.04,38.36
Seq_8427,24.03,102.02,20.97,45.91,40.15,21.20,156.06,40.57,48.10,15.26,47.14,44.18,38.33,26.03,48.94,22.45,39.87,43.19,112.76,72.48
Seq_8428,21.52,85.24,36.23,26.94,68.29,26.72,130.32,21.82,23.02,26.55,72.25,26.90,44.48,88.01,36.72,35.43,24.90,16.07,411.41,75.84
Seq_8429,13.93,212.47,18.15,31.58,47.62,15.98,41.03,41.18,56.10,14.07,55.33,85.21,48.47,151.50,22.05,39.21,24.21,20.28,94.63,60.52
Seq_8430,16.46,74.89,17.11,24.20,48.77,30.49,25.40,22.28,46.76,12.89,86.31,48.53,125.19,20.36,28.57,28.07,30.36,25.43,0.00,52.90
Seq_8431,40.11,240.66,23.66,24.35,32.53,41.81,121.00,33.75,21.10,19.58,55.02,34.64,35.88,38.41,43.23,25.36,36.11,60.14,89.16,35.23
Seq_8432,14.58,0.00,21.99,18.43,20.90,26.39,0.00,33.01,27.19,11.08,68.01,30.87,64.19,16.18,7.69,26.78,36.59,38.61,62.36,26.63
Seq_8433,27.61,80.88,27.29,22.44,32.94,24.94,66.19,35.23,31.84,17.67,69.99,36.62,32.76,36.00,21.37,45.20,42.80,26.64,94.32,38.58
Seq_8434,10.22,0.00,14.98,23.88,23.75,13.80,66.00,36.45,45.38,21.36,168.01,131.55,61.32,39.95,15.68,95.19,32.41,26.39,91.06,85.47
Seq_8435,12.08,0.00,48.59,27.73,84.96,13.51,74.08,98.40,115.20,10.87,142.14,48.32,25.49,43.61,29.27,66.88,22.76,15.38,172.37,38.98
Seq_8436,20.58,72.43,23.79,33.75,36.89,16.75,53.24,29.88,46.00,16.95,67.69,58.77,45.69,49.42,32.30,41.84,31.07,25.00,83.30,108.44
Seq_8437,69.08,345.09,39.88,31.06,36.12,47.91,202.46,14.47,29.72,23.70,211.62,18.56,72.54,77.71,42.64,22.89,30.16,30.80,196.51,32.05
Seq_8438,32.70,129.84,34.51,22.76,110.29,24.22,59.79,64.07,32.18,29.98,184.59,44.82,22.44,46.70,39.43,26.58,31.48,54.96,314.86,105.42
Seq_8439,18.25,0.00,31.85,26.77,41.23,31.55,44.81,25.43,27.26,41.08,63.79,28.20,27.66,58.87,25.94,27.87,20.97,16.92,91.60,41.05
Seq_8440,21.39,62.16,28.36,28.72,29.44,26.83,46.87,25.67,43.84,21.24,50.51,42.56,26.87,100.35,34.52,30.86,33.14,26.54,201.11,57.17
Seq_8441,15.97,0.00,31.34,20.92,40.64,28.83,47.99,24.00,22.43,17.43,59.89,24.39,38.16,68.97,52.58,44.37,43.34,22.07,42.06,75.31
Seq_8442,39.45,73.51,22.76,15.70,77.90,36.41,50.55,14.01,41.65,11.83,38.95,19.20,73.78,33.74,23.04,21.27,61.19,23.69,78.68,56.01
Seq_8443,15.13,161.43,16.79,31.93,78.13,17.49,44.99,26.45,39.79,29.42,66.23,69.99,38.21,61.55,28.65,27.92,41.59,13.68,78.55,98.17
Seq_8444,30.39,193.90,30.52,29.04,59.78,51.99,77.59,46.01,42.00,22.43,165.48,32.73,36.89,50.74,48.54,30.64,59.69,37.73,175.03,72.73
Seq_8445,48.74,68.05,25.70,49.44,43.19,27.16,78.71,36.25,26.12,13.83,89.47,57.52,25.91,80.96,30.86,20.67,18.38,15.28,143.54,51.40
Seq_8446,35.03,56.61,34.59,24.38,54.14,25.29,99.15,30.30,27.08,27.15,60.89,52.36,52.05,29.08,35.29,39.84,30.38,23.48,140.50,69.89
Seq_8447,17.35,258.33,22.18,19.03,80.32,18.13,86.22,20.16,23.74,25.79,39.38,37.70,46.20,109.29,43.07,35.12,54.19,19.44,98.94,50.25
Seq_8448,15.67,101.96,26.59,44.81,68.17,15.97,91.93,25.66,32.48,26.74,65.05,64.42,28.02,57.36,32.02,57.28,36.52,19.02,125.85,193.01
Seq_8449,19.61,133.69,29.37,36.05,51.55,25.71,30.93,31.35,36.39,15.00,58.56,53.87,35.33,49.88,137.46,47.02,27.37,25.56,94.13,52.62
Seq_8450,11.25,0.00,27.28,23.02,24.77,16.21,16.44,27.06,41.51,7.11,23.02,0.00,43.27,24.73,41.51,12.93,28.77,14.20,21.57,13.19
Seq_8451,15.47,103.59,21.90,36.42,34.27,43.44,112.75,36.87,13.55,24.43,174.22,44.13,55.51,48.24,24.77,53.77,32.43,29.05,192.03,32.95
Seq_8452,18.88,82.92,37.37,31.15,61.44,21.24,50.82,62.31,50.57,37.10,66.12,130.05,65.32,23.03,18.20,30.57,19.88,25.11,32.64,35.23
Seq_8453,40.15,241.66,37.65,19.14,47.79,30.94,69.29,23.56,22.23,18.61,71.32,48.89,57.93,58.10,32.04,46.52,55.79,23.96,343.49,58.66
Seq_8454,21.62,40.55,36.88,20.21,23.30,30.30,53.67,58.78,26.63,16.50,38.47,21.31,39.09,25.04,46.89,19.38,44.88,31.24,0.00,58.59
Seq_8455,32.06,207.20,30.33,25.98,55.57,24.04,64.42,43.53,39.34,24.74,74.56,40.86,35.59,44.34,38.20,31.32,30.63,33.61,48.50,43.31
Seq_8456,13.17,146.52,32.16,35.09,58.32,18.35,48.56,70.55,72.58,13.98,67.93,78.63,33.23,43.90,21.50,65.89,62.79,21.32,54.21,80.28
Seq_8457,22.39,224.39,33.25,53.35,33.94,20.87,226.33,28.61,52.82,35.19,129.50,17.83,63.53,43.08,53.46,28.74,21.49,45.32,56.65,37.17
Seq_8458,25.39,70.21,14.93,34.10,36.74,19.39,29.09,39.12,48.21,21.20,95.97,55.64,37.50,37.03,16.72,32.79,62.83,28.07,70.65,46.45
Seq_8459,22.00,76.61,21.95,25.62,48.29,24.40,46.85,34.23,25.11,13.00,63.24,37.33,30.03,116.94,33.54,33.44,18.56,33.15,74.78,33.98
Seq_8460,13.24,0.00,25.04,30.61,55.17,29.86,83.43,31.40,52.02,15.33,97.05,46.32,29.19,58.65,22.42,32.50,33.56,20.69,170.92,45.50
Seq_8461,32.18,30.75,33.73,27.19,29.52,20.79,83.70,30.31,19.91,18.25,74.33,53.83,41.31,41.13,37.27,21.35,32.35,26.57,51.73,81.89
Seq_8462,22.26,104.35,29.60,17.43,41.35,27.52,77.69,44.82,22.74,21.23,76.68,34.13,25.78,79.68,30.32,21.00,53.62,39.74,55.27,41.43
Seq_8463,25.51,57.89,24.91,24.77,37.54,17.70,39.56,15.19,19.94,23.80,49.58,34.44,27.54,41.77,35.20,19.58,28.43,21.57,72.07,55.36
Seq_8464,13.16,80.63,21.24,15.96,46.80,14.53,46.97,27.56,41.73,13.93,119.85,75.96,22.98,30.07,20.52,54.17,40.35,19.81,52.92,58.99
Seq_8465,70.40,74.23,36.23,44.22,32.00,33.09,63.54,21.82,25.52,16.15,46.03,45.45,41.07,51.71,63.18,25.14,35.75,41.02,112.61,17.63
Seq_8466,24.47,84.62,41.00,32.84,39.70,17.80,74.05,82.55,63.75,20.91,62.16,67.33,21.42,87.26,19.58,32.61,48.59,26.28,47.22,73.22
Seq_8467,17.66,236.91,34.73,25.67,84.41,19.84,79.66,54.87,69.44,12.20,122.85,106.64,29.81,63.98,22.65,31.98,40.30,20.24,117.16,65.44
Seq_8468,42.08,56.05,36.78,25.61,29.07,28.51,99.21,70.80,31.28,15.73,62.23,34.77,24.34,26.41,56.31,22.23,30.77,31.05,73.82,90.52
Seq_8469,27.66,125.05,38.71,38.06,61.59,20.32,85.21,38.96,38.69,23.37,59.75,55.68,46.22,70.81,31.65,36.65,27.00,23.67,73.11,74.65
Seq_8470,15.09,78.65,26.28,25.65,25.36,35.63,53.13,40.20,27.86,29.86,37.28,38.28,31.66,65.50,41.19,25.47,26.67,29.11,0.00,79.43
Seq_8471,16.82,97.77,23.61,18.57,68.26,13.11,68.43,18.29,15.15,23.55,62.10,33.47,26.03,40.42,16.21,40.80,16.21,14.19,0.00,78.19
Seq_8472,19.25,82.74,42.34,43.66,87.72,38.47,160.86,97.47,102.45,24.15,167.58,115.39,23.22,47.50,72.53,27.40,35.56,38.82,135.12,75.17
